Tools,Port 2: NDI 8700340  s/n:34802401,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
1,Port 2: NDI 8700340  s/n:34802401,23752,1,OK,0.7207413,-0.0898112,-0.6829341,0.0778903,-159.782,235.292,-1447.580,0.2498629,4,OK,-159.497,235.318,-1447.642,OK,-209.698,236.576,-1444.988,OK,-259.349,261.680,-1448.333,OK,-295.138,214.171,-1434.800
1,Port 2: NDI 8700340  s/n:34802401,23755,1,OK,0.7207857,-0.0903379,-0.6826599,0.0792619,-159.755,235.203,-1447.484,0.2470070,4,OK,-159.478,235.219,-1447.511,OK,-209.655,236.446,-1444.926,OK,-259.358,261.474,-1448.235,OK,-295.081,213.945,-1434.550
1,Port 2: NDI 8700340  s/n:34802401,23758,1,OK,0.7212123,-0.0904036,-0.6821226,0.0799291,-159.712,235.154,-1447.250,0.2467346,4,OK,-159.438,235.178,-1447.291,OK,-209.615,236.357,-1444.596,OK,-259.335,261.337,-1447.881,OK,-294.992,213.832,-1434.105
1,Port 2: NDI 8700340  s/n:34802401,23761,1,OK,0.7218546,-0.0899274,-0.6815218,0.0797936,-159.672,235.049,-1446.993,0.2582623,4,OK,-159.398,235.075,-1447.044,OK,-209.566,236.248,-1444.236,OK,-259.298,261.184,-1447.420,OK,-294.933,213.693,-1433.630
1,Port 2: NDI 8700340  s/n:34802401,23764,1,OK,0.7219767,-0.0905819,-0.6811838,0.0808284,-159.654,235.001,-1446.857,0.2488547,4,OK,-159.377,235.020,-1446.914,OK,-209.547,236.175,-1444.053,OK,-259.301,261.110,-1447.282,OK,-294.888,213.590,-1433.342
1,Port 2: NDI 8700340  s/n:34802401,23767,1,OK,0.7217976,-0.0889257,-0.6817069,0.0798509,-159.686,234.768,-1447.021,0.2492799,4,OK,-159.418,234.795,-1447.084,OK,-209.577,235.878,-1444.248,OK,-259.349,260.779,-1447.440,OK,-294.916,213.177,-1433.712
1,Port 2: NDI 8700340  s/n:34802401,23770,1,OK,0.7204810,-0.0872368,-0.6833627,0.0794503,-159.778,234.351,-1447.464,0.2526504,4,OK,-159.484,234.364,-1447.489,OK,-209.697,235.356,-1444.950,OK,-259.505,260.157,-1448.192,OK,-295.014,212.404,-1434.743
1,Port 2: NDI 8700340  s/n:34802401,23773,1,OK,0.7194179,-0.0828473,-0.6851525,0.0783597,-159.900,233.397,-1448.061,0.2465680,4,OK,-159.625,233.420,-1448.114,OK,-209.821,234.127,-1445.665,OK,-259.742,258.722,-1448.950,OK,-295.070,210.690,-1436.004
1,Port 2: NDI 8700340  s/n:34802401,23776,1,OK,0.7180151,-0.0758516,-0.6875945,0.0769071,-160.052,231.808,-1448.727,0.2585503,4,OK,-159.761,231.836,-1448.761,OK,-209.990,232.111,-1446.586,OK,-260.095,256.319,-1449.760,OK,-295.099,207.870,-1437.568
1,Port 2: NDI 8700340  s/n:34802401,23779,1,OK,0.7176799,-0.0656851,-0.6891963,0.0750300,-160.144,229.580,-1449.038,0.2567380,4,OK,-159.871,229.621,-1449.109,OK,-210.069,229.253,-1446.907,OK,-260.454,252.952,-1449.818,OK,-294.926,203.887,-1438.523
1,Port 2: NDI 8700340  s/n:34802401,23782,1,OK,0.7181499,-0.0580357,-0.6894681,0.0743388,-160.138,227.834,-1448.897,0.2671439,4,OK,-159.856,227.890,-1448.985,OK,-210.048,226.993,-1446.678,OK,-260.673,250.248,-1449.273,OK,-294.664,200.746,-1438.530
1,Port 2: NDI 8700340  s/n:34802401,23785,1,OK,0.7185502,-0.0541697,-0.6892085,0.0757817,-160.081,226.589,-1448.541,0.2636588,4,OK,-159.795,226.644,-1448.637,OK,-209.986,225.370,-1446.227,OK,-260.790,248.276,-1448.674,OK,-294.375,198.481,-1438.052
1,Port 2: NDI 8700340  s/n:34802401,23788,1,OK,0.7193200,-0.0514109,-0.6886110,0.0758324,-160.015,225.911,-1448.089,0.2669469,4,OK,-159.737,225.966,-1448.198,OK,-209.903,224.504,-1445.641,OK,-260.799,247.227,-1447.908,OK,-294.183,197.263,-1437.399
1,Port 2: NDI 8700340  s/n:34802401,23791,1,OK,0.7209868,-0.0522966,-0.6867768,0.0760310,-159.917,226.167,-1447.374,0.2657186,4,OK,-159.643,226.223,-1447.478,OK,-209.792,224.834,-1444.695,OK,-260.667,247.616,-1446.739,OK,-294.070,197.726,-1435.989
1,Port 2: NDI 8700340  s/n:34802401,23794,1,OK,0.7236567,-0.0564562,-0.6836618,0.0757651,-159.739,227.408,-1446.318,0.2651930,4,OK,-159.464,227.456,-1446.424,OK,-209.602,226.436,-1443.258,OK,-260.339,249.548,-1445.055,OK,-293.989,199.953,-1433.764
1,Port 2: NDI 8700340  s/n:34802401,23797,1,OK,0.7258348,-0.0667538,-0.6801549,0.0780842,-159.512,229.648,-1445.155,0.2516917,4,OK,-159.228,229.683,-1445.231,OK,-209.373,229.306,-1441.802,OK,-259.845,252.992,-1443.625,OK,-293.973,203.955,-1431.191
1,Port 2: NDI 8700340  s/n:34802401,23800,1,OK,0.7271295,-0.0781235,-0.6772725,0.0805068,-159.342,232.185,-1444.554,0.2334285,4,OK,-159.068,232.204,-1444.592,OK,-209.210,232.545,-1441.039,OK,-259.362,256.828,-1443.045,OK,-294.019,208.464,-1429.476
1,Port 2: NDI 8700340  s/n:34802401,23803,1,OK,0.7263245,-0.0811306,-0.6781509,0.0773426,-159.358,233.480,-1444.884,0.2457390,4,OK,-159.084,233.508,-1444.955,OK,-209.221,234.254,-1441.482,OK,-259.174,258.931,-1443.715,OK,-294.286,210.917,-1430.271
1,Port 2: NDI 8700340  s/n:34802401,23806,1,OK,0.7237435,-0.0837734,-0.6805929,0.0772704,-159.546,234.038,-1446.127,0.2507849,4,OK,-159.264,234.058,-1446.179,OK,-209.434,234.984,-1443.132,OK,-259.289,259.779,-1445.794,OK,-294.654,211.913,-1432.430
1,Port 2: NDI 8700340  s/n:34802401,23809,1,OK,0.7200521,-0.0823692,-0.6846110,0.0777690,-159.846,233.376,-1447.810,0.2456060,4,OK,-159.571,233.400,-1447.876,OK,-209.769,234.117,-1445.310,OK,-259.675,258.750,-1448.506,OK,-295.006,210.695,-1435.572
1,Port 2: NDI 8700340  s/n:34802401,23812,1,OK,0.7168997,-0.0788426,-0.6882905,0.0780688,-160.105,232.262,-1449.290,0.2484268,4,OK,-159.830,232.294,-1449.365,OK,-210.037,232.665,-1447.217,OK,-260.089,257.010,-1450.772,OK,-295.232,208.668,-1438.382
1,Port 2: NDI 8700340  s/n:34802401,23815,1,OK,0.7144702,-0.0760476,-0.6909492,0.0796133,-160.293,231.156,-1450.261,0.2619561,4,OK,-160.009,231.191,-1450.324,OK,-210.236,231.227,-1448.533,OK,-260.429,255.195,-1452.335,OK,-295.337,206.626,-1440.272
1,Port 2: NDI 8700340  s/n:34802401,23818,1,OK,0.7141194,-0.0728134,-0.6915315,0.0807210,-160.325,230.103,-1450.392,0.2656712,4,OK,-160.048,230.151,-1450.468,OK,-210.280,229.853,-1448.675,OK,-260.592,253.510,-1452.456,OK,-295.219,204.719,-1440.574
1,Port 2: NDI 8700340  s/n:34802401,23821,1,OK,0.7154534,-0.0722789,-0.6897896,0.0842172,-160.244,229.355,-1449.703,0.2577456,4,OK,-159.970,229.397,-1449.777,OK,-210.175,228.849,-1447.742,OK,-260.651,252.252,-1451.374,OK,-294.952,203.287,-1439.109
1,Port 2: NDI 8700340  s/n:34802401,23824,1,OK,0.7181549,-0.0709359,-0.6868511,0.0863553,-160.069,228.779,-1448.433,0.2564674,4,OK,-159.790,228.818,-1448.485,OK,-209.989,228.080,-1446.090,OK,-260.579,251.261,-1449.268,OK,-294.570,202.185,-1436.662
1,Port 2: NDI 8700340  s/n:34802401,23827,1,OK,0.7219733,-0.0708676,-0.6827652,0.0869708,-159.765,228.866,-1446.533,0.2612343,4,OK,-159.495,228.909,-1446.605,OK,-209.646,228.182,-1443.601,OK,-260.275,251.358,-1446.264,OK,-294.134,202.331,-1433.239
1,Port 2: NDI 8700340  s/n:34802401,23830,1,OK,0.7264475,-0.0759116,-0.6772784,0.0883486,-159.393,230.113,-1444.461,0.2522574,4,OK,-159.127,230.146,-1444.539,OK,-209.238,229.784,-1440.853,OK,-259.747,253.279,-1443.073,OK,-293.727,204.571,-1429.126
1,Port 2: NDI 8700340  s/n:34802401,23833,1,OK,0.7296348,-0.0823191,-0.6731469,0.0879196,-159.090,232.002,-1443.060,0.2437587,4,OK,-158.828,232.032,-1443.128,OK,-208.915,232.223,-1439.016,OK,-259.185,256.226,-1440.963,OK,-293.514,208.027,-1426.278
1,Port 2: NDI 8700340  s/n:34802401,23836,1,OK,0.7296658,-0.0887375,-0.6723809,0.0872779,-159.006,233.783,-1443.006,0.2440686,4,OK,-158.738,233.808,-1443.069,OK,-208.825,234.524,-1438.980,OK,-258.868,259.001,-1441.129,OK,-293.659,211.258,-1426.030
1,Port 2: NDI 8700340  s/n:34802401,23839,1,OK,0.7264717,-0.0916142,-0.6756427,0.0857482,-159.250,234.645,-1444.611,0.2462081,4,OK,-158.981,234.662,-1444.693,OK,-209.101,235.649,-1441.037,OK,-258.992,260.373,-1443.781,OK,-294.179,212.810,-1428.917
1,Port 2: NDI 8700340  s/n:34802401,23842,1,OK,0.7209553,-0.0892730,-0.6822941,0.0820276,-159.718,234.430,-1447.307,0.2538507,4,OK,-159.445,234.454,-1447.345,OK,-209.628,235.417,-1444.667,OK,-259.444,260.145,-1447.974,OK,-294.914,212.489,-1434.137
1,Port 2: NDI 8700340  s/n:34802401,23845,1,OK,0.7145106,-0.0849719,-0.6897595,0.0805375,-160.210,233.204,-1450.207,0.2624872,4,OK,-159.922,233.236,-1450.247,OK,-210.162,233.861,-1448.502,OK,-260.068,258.319,-1452.572,OK,-295.509,210.341,-1439.811
1,Port 2: NDI 8700340  s/n:34802401,23848,1,OK,0.7106892,-0.0798575,-0.6944425,0.0793303,-160.492,231.991,-1452.074,0.2615339,4,OK,-160.218,232.032,-1452.112,OK,-210.470,232.297,-1450.931,OK,-260.467,256.448,-1455.345,OK,-295.741,208.134,-1443.425
1,Port 2: NDI 8700340  s/n:34802401,23851,1,OK,0.7096871,-0.0784909,-0.6955848,0.0796565,-160.555,231.528,-1452.350,0.2609288,4,OK,-160.265,231.564,-1452.402,OK,-210.525,231.693,-1451.314,OK,-260.604,255.746,-1455.871,OK,-295.768,207.277,-1444.111
1,Port 2: NDI 8700340  s/n:34802401,23854,1,OK,0.7107888,-0.0782181,-0.6944640,0.0798807,-160.522,231.467,-1452.029,0.2595561,4,OK,-160.236,231.502,-1452.082,OK,-210.494,231.617,-1450.835,OK,-260.587,255.648,-1455.228,OK,-295.696,207.169,-1443.360
1,Port 2: NDI 8700340  s/n:34802401,23857,1,OK,0.7108894,-0.0767334,-0.6945899,0.0793289,-160.525,231.208,-1451.899,0.2637866,4,OK,-160.239,231.249,-1451.957,OK,-210.498,231.287,-1450.692,OK,-260.615,255.259,-1455.015,OK,-295.669,206.720,-1443.289
1,Port 2: NDI 8700340  s/n:34802401,23860,1,OK,0.7098204,-0.0757589,-0.6957231,0.0799054,-160.600,230.814,-1452.399,0.2610039,4,OK,-160.327,230.853,-1452.470,OK,-210.571,230.771,-1451.310,OK,-260.735,254.622,-1455.793,OK,-295.706,205.973,-1444.193
1,Port 2: NDI 8700340  s/n:34802401,23863,1,OK,0.7074527,-0.0732828,-0.6984480,0.0794401,-160.770,230.113,-1453.481,0.2643029,4,OK,-160.491,230.152,-1453.525,OK,-210.756,229.896,-1452.777,OK,-260.963,253.563,-1457.448,OK,-295.839,204.765,-1446.297
1,Port 2: NDI 8700340  s/n:34802401,23866,1,OK,0.7040478,-0.0723489,-0.7019005,0.0801129,-160.977,229.600,-1454.872,0.2628502,4,OK,-160.692,229.650,-1454.917,OK,-210.973,229.200,-1454.632,OK,-261.210,252.720,-1459.770,OK,-296.016,203.812,-1448.971
1,Port 2: NDI 8700340  s/n:34802401,23869,1,OK,0.6997339,-0.0724933,-0.7060198,0.0815675,-161.176,229.161,-1456.768,0.2543490,4,OK,-160.898,229.198,-1456.807,OK,-211.167,228.615,-1457.112,OK,-261.423,251.966,-1462.889,OK,-296.182,202.952,-1452.383
1,Port 2: NDI 8700340  s/n:34802401,23872,1,OK,0.6946564,-0.0667642,-0.7120157,0.0776448,-161.455,228.277,-1459.213,0.2636825,4,OK,-161.186,228.335,-1459.305,OK,-211.438,227.502,-1460.228,OK,-261.686,250.733,-1466.562,OK,-296.391,201.461,-1457.268
1,Port 2: NDI 8700340  s/n:34802401,23875,1,OK,0.6916551,-0.0637164,-0.7154037,0.0758346,-162.243,227.448,-1462.417,0.2600760,4,OK,-161.959,227.497,-1462.484,OK,-212.200,226.553,-1463.908,OK,-262.493,249.693,-1470.484,OK,-297.120,200.246,-1461.831
1,Port 2: NDI 8700340  s/n:34802401,23878,1,OK,0.6973739,-0.0612452,-0.7108073,0.0683490,-162.751,226.708,-1465.834,0.2633181,4,OK,-162.465,226.751,-1465.909,OK,-212.738,226.253,-1466.632,OK,-262.903,249.886,-1472.183,OK,-297.834,200.596,-1463.742
1,Port 2: NDI 8700340  s/n:34802401,23881,1,OK,0.6959265,-0.0655312,-0.7122981,0.0634301,-165.017,226.563,-1469.871,0.2784341,4,OK,-164.724,226.617,-1469.962,OK,-214.962,226.719,-1470.905,OK,-264.843,251.010,-1476.734,OK,-300.462,202.147,-1468.532
1,Port 2: NDI 8700340  s/n:34802401,23884,1,OK,0.6861701,-0.0616357,-0.7222386,0.0611802,-167.866,225.445,-1475.479,0.2633998,4,OK,-167.556,225.483,-1475.528,OK,-217.807,225.383,-1477.943,OK,-267.596,249.470,-1484.871,OK,-303.136,200.363,-1478.067
1,Port 2: NDI 8700340  s/n:34802401,23887,1,OK,0.6769618,-0.0580560,-0.7311758,0.0611076,-170.673,223.576,-1483.653,0.2684436,4,OK,-170.396,223.632,-1483.740,OK,-220.505,223.149,-1487.298,OK,-270.301,246.914,-1495.445,OK,-305.647,197.543,-1489.783
1,Port 2: NDI 8700340  s/n:34802401,23890,1,OK,0.6601322,-0.0533713,-0.7470177,0.0578059,-172.986,220.406,-1493.812,0.3081000,4,OK,-172.673,220.480,-1493.904,OK,-222.581,219.725,-1499.707,OK,-272.110,243.255,-1509.909,OK,-307.421,193.633,-1506.431
1,Port 2: NDI 8700340  s/n:34802401,23893,1,OK,0.6369555,-0.0462172,-0.7674045,0.0569374,-174.681,216.529,-1505.269,0.3152749,4,OK,-174.362,216.617,-1505.346,OK,-223.799,215.206,-1514.167,OK,-272.975,238.157,-1527.138,OK,-307.708,188.010,-1526.322
1,Port 2: NDI 8700340  s/n:34802401,23896,1,OK,0.6198265,-0.0371442,-0.7816489,0.0588259,-175.004,212.964,-1516.579,0.2922575,4,OK,-174.709,213.046,-1516.620,OK,-223.675,210.786,-1527.658,OK,-272.650,232.883,-1542.489,OK,-306.387,182.056,-1543.592
1,Port 2: NDI 8700340  s/n:34802401,23899,1,OK,0.6036924,-0.0305115,-0.7941774,0.0625046,-173.930,210.106,-1525.719,0.2926064,4,OK,-173.640,210.188,-1525.750,OK,-222.058,207.106,-1538.720,OK,-270.814,228.385,-1555.442,OK,-303.577,176.948,-1558.004
1,Port 2: NDI 8700340  s/n:34802401,23902,1,OK,0.5890503,-0.0255504,-0.8049793,0.0661454,-171.709,207.544,-1533.251,0.3004073,4,OK,-171.411,207.630,-1533.260,OK,-219.273,203.855,-1547.960,OK,-267.747,224.422,-1566.383,OK,-299.648,172.499,-1570.129
1,Port 2: NDI 8700340  s/n:34802401,23905,1,OK,0.5725998,-0.0176366,-0.8163054,0.0739181,-167.875,204.983,-1538.934,0.3079611,4,OK,-167.569,205.086,-1538.929,OK,-214.757,200.088,-1555.456,OK,-262.931,219.412,-1575.765,OK,-293.413,166.711,-1580.588
1,Port 2: NDI 8700340  s/n:34802401,23908,1,OK,0.5663115,-0.0105776,-0.8203498,0.0787753,-162.353,202.313,-1543.773,0.2899471,4,OK,-162.098,202.410,-1543.748,OK,-208.914,196.596,-1560.998,OK,-257.112,215.016,-1581.868,OK,-286.569,161.809,-1587.136
1,Port 2: NDI 8700340  s/n:34802401,23911,1,OK,0.5629747,-0.0025416,-0.8224902,0.0810122,-155.933,199.495,-1547.224,0.3005501,4,OK,-155.660,199.598,-1547.230,OK,-202.217,193.102,-1564.691,OK,-250.701,210.900,-1585.919,OK,-279.204,157.215,-1591.659
1,Port 2: NDI 8700340  s/n:34802401,23914,1,OK,0.5608091,0.0043467,-0.8236582,0.0840322,-149.572,196.998,-1550.420,0.2791850,4,OK,-149.332,197.104,-1550.415,OK,-195.708,189.955,-1568.126,OK,-244.333,207.081,-1589.420,OK,-272.000,153.011,-1595.427
1,Port 2: NDI 8700340  s/n:34802401,23917,1,OK,0.5588345,0.0128924,-0.8247983,0.0851209,-143.359,194.545,-1553.358,0.2943387,4,OK,-143.077,194.670,-1553.358,OK,-189.343,186.903,-1571.230,OK,-238.163,203.474,-1592.592,OK,-264.957,149.010,-1599.114
1,Port 2: NDI 8700340  s/n:34802401,23920,1,OK,0.5573075,0.0189206,-0.8259219,0.0830858,-137.690,192.499,-1555.517,0.2686125,4,OK,-137.429,192.607,-1555.489,OK,-183.549,184.689,-1573.645,OK,-232.475,201.094,-1594.912,OK,-258.778,146.481,-1602.051
1,Port 2: NDI 8700340  s/n:34802401,23923,1,OK,0.5602070,0.0223269,-0.8239422,0.0823951,-132.822,191.087,-1556.992,0.2784589,4,OK,-132.533,191.195,-1556.992,OK,-178.809,183.145,-1574.751,OK,-227.955,199.440,-1595.649,OK,-254.043,144.741,-1602.823
1,Port 2: NDI 8700340  s/n:34802401,23926,1,OK,0.5561765,0.0292012,-0.8266411,0.0804951,-128.975,189.647,-1557.995,0.2881044,4,OK,-128.689,189.769,-1557.954,OK,-174.719,181.479,-1576.296,OK,-223.837,197.494,-1597.337,OK,-249.379,142.663,-1605.380
1,Port 2: NDI 8700340  s/n:34802401,23929,1,OK,0.5550331,0.0321635,-0.8270398,0.0831195,-125.987,188.762,-1558.629,0.2927142,4,OK,-125.669,188.878,-1558.577,OK,-171.615,180.213,-1577.002,OK,-220.878,195.830,-1598.190,OK,-245.914,140.769,-1606.213
1,Port 2: NDI 8700340  s/n:34802401,23932,1,OK,0.5516474,0.0353886,-0.8290398,0.0844143,-123.761,187.942,-1558.982,0.2820475,4,OK,-123.495,188.067,-1558.932,OK,-169.174,179.100,-1577.732,OK,-218.357,194.411,-1599.201,OK,-242.996,139.173,-1607.541
1,Port 2: NDI 8700340  s/n:34802401,23935,1,OK,0.5528855,0.0367443,-0.8279871,0.0860509,-121.770,187.270,-1559.401,0.2777013,4,OK,-121.472,187.387,-1559.318,OK,-167.243,178.225,-1578.036,OK,-216.545,193.308,-1599.316,OK,-240.953,137.969,-1607.474
1,Port 2: NDI 8700340  s/n:34802401,23938,1,OK,0.5517678,0.0425010,-0.8283446,0.0871273,-119.817,186.571,-1559.822,0.2609827,4,OK,-119.565,186.694,-1559.770,OK,-165.147,177.104,-1578.534,OK,-214.584,191.770,-1599.835,OK,-238.380,136.213,-1608.290
1,Port 2: NDI 8700340  s/n:34802401,23941,1,OK,0.5502296,0.0443256,-0.8281837,0.0969244,-118.303,186.876,-1559.548,0.2717464,4,OK,-118.020,186.997,-1559.515,OK,-163.436,176.507,-1578.190,OK,-213.052,190.185,-1599.923,OK,-236.000,134.157,-1607.641
1,Port 2: NDI 8700340  s/n:34802401,23944,1,OK,0.5502952,0.0482204,-0.8276101,0.0995564,-116.702,186.955,-1559.581,0.2641743,4,OK,-116.449,187.083,-1559.537,OK,-161.770,176.162,-1578.208,OK,-211.488,189.350,-1599.810,OK,-233.958,133.136,-1607.506
1,Port 2: NDI 8700340  s/n:34802401,23947,1,OK,0.5469070,0.0461016,-0.8300130,0.0992263,-116.448,187.394,-1560.883,0.2612090,4,OK,-116.205,187.513,-1560.807,OK,-161.389,176.753,-1579.949,OK,-210.864,190.070,-1601.915,OK,-233.472,133.924,-1609.756
1,Port 2: NDI 8700340  s/n:34802401,23950,1,OK,0.5414665,0.0471320,-0.8336763,0.0978593,-115.818,187.482,-1562.952,0.2607867,4,OK,-115.573,187.596,-1562.868,OK,-160.509,176.893,-1582.644,OK,-209.709,190.264,-1605.167,OK,-232.157,134.126,-1613.553
1,Port 2: NDI 8700340  s/n:34802401,23953,1,OK,0.5353387,0.0490039,-0.8377900,0.0954932,-115.108,187.626,-1565.173,0.2644414,4,OK,-114.849,187.737,-1565.090,OK,-159.496,177.127,-1585.547,OK,-208.418,190.590,-1608.699,OK,-230.646,134.495,-1617.803
1,Port 2: NDI 8700340  s/n:34802401,23956,1,OK,0.5312484,0.0493384,-0.8406018,0.0934312,-114.687,188.001,-1566.657,0.2564650,4,OK,-114.422,188.106,-1566.564,OK,-158.870,177.640,-1587.502,OK,-207.610,191.297,-1611.079,OK,-229.764,135.251,-1620.639
1,Port 2: NDI 8700340  s/n:34802401,23959,1,OK,0.5297937,0.0494778,-0.8418035,0.0907607,-114.580,188.615,-1567.293,0.2853325,4,OK,-114.321,188.744,-1567.213,OK,-158.712,178.475,-1588.319,OK,-207.285,192.347,-1611.993,OK,-229.651,136.404,-1621.962
1,Port 2: NDI 8700340  s/n:34802401,23962,1,OK,0.5293806,0.0493986,-0.8421972,0.0895533,-114.527,188.971,-1567.681,0.2572879,4,OK,-114.281,189.081,-1567.599,OK,-158.662,178.928,-1588.792,OK,-207.205,192.926,-1612.476,OK,-229.568,137.052,-1622.549
1,Port 2: NDI 8700340  s/n:34802401,23965,1,OK,0.5297360,0.0491880,-0.8420372,0.0890715,-114.618,189.142,-1567.511,0.2559861,4,OK,-114.368,189.252,-1567.401,OK,-158.771,179.147,-1588.635,OK,-207.341,193.204,-1612.228,OK,-229.747,137.361,-1622.305
1,Port 2: NDI 8700340  s/n:34802401,23968,1,OK,0.5300742,0.0501700,-0.8418116,0.0886429,-114.662,189.026,-1567.328,0.2705105,4,OK,-114.393,189.142,-1567.222,OK,-158.825,179.022,-1588.399,OK,-207.436,193.055,-1611.947,OK,-229.807,137.194,-1622.105
